lat,lng
15.619276,73.766126
15.59649,73.749692
15.615329,73.791271
15.579713,73.758884
15.598259,73.744366
15.587623,73.760284
15.562986,73.7705
15.554374,73.776169
15.62197,73.768457
15.596078,73.746951
15.614027,73.769972
15.558595,73.776775
15.590036,73.764703
15.585083,73.754164
15.57715,73.760952
15.591345,73.772107
15.599459,73.745438
15.590456,73.768604
15.623985,73.7672
15.598072,73.756016
15.629843,73.76023
15.597695,73.780645
15.615236,73.770106
15.556893,73.774964
15.588471,73.75072
15.598833,73.746562
15.559808,73.774057
15.614337,73.769964
15.585764,73.744223
15.605352,73.761722
15.597174,73.790406
15.597181,73.790448
15.58139,73.747503
15.626524,73.762668
15.557234,73.775285
15.593474,73.738341
15.597183,73.788235
15.61676,73.770307
15.617011,73.822632
15.627936,73.825639
15.622689,73.884143
15.61936,73.901117
15.635056,73.830005
15.640364,73.824699
15.618946,73.840611
15.618958,73.840649
15.662107,73.858198
15.637648,73.83136
15.622583,73.884508
15.615364,73.824201
15.611563,73.827413
15.640877,73.835379
15.619643,73.847608
15.637976,73.831481
15.615317,73.824272
15.623572,73.857105
15.626862,73.870951
15.625041,73.857993
15.624458,73.880171
15.624461,73.857798
15.61624,73.82404
15.61936,73.901976
15.612137,73.828145
15.642253,73.83359
15.618884,73.841534
15.627151,73.873427
15.619356,73.901307
15.643894,73.84399
15.643722,73.82773
15.619057,73.85251
15.624378,73.871745
15.627777,73.861722
15.62818,73.825721
15.626678,73.875877
15.649114,73.87719
15.618409,73.822943
15.642188,73.83342
15.615426,73.824181
15.621006,73.887506
15.61749,73.832003
15.620502,73.889492
15.643513,73.834528
15.615484,73.844809
15.62404,73.82321
15.618127,73.903732
15.619963,73.892428
15.623627,73.857263
15.661377,73.853118
15.628608,73.826017
15.644203,73.828094
15.616968,73.822626
15.623847,73.82338
15.662313,73.858535
15.631312,73.827814
15.622745,73.855941
15.611128,73.826963
15.617547,73.822564
15.624226,73.880552
15.624815,73.857882
15.647433,73.835648
15.626797,73.864983
15.648342,73.794073
15.636995,73.831064
15.626033,73.858656
15.651961,73.84619
15.500752,73.82386
15.494533,73.831888
15.469284,73.817852
15.495222,73.838533
15.499266,73.820499
15.493758,73.818104
15.487177,73.81341
15.498793,73.82003
15.49892,73.824383
15.496301,73.83673
15.499082,73.83777
15.498335,73.824716
15.499103,73.836644
15.496451,73.836826
15.459445,73.822034
15.499447,73.836754
15.487779,73.832012
15.486029,73.820792
15.495616,73.837821
15.496239,73.836925
15.457683,73.803577
15.483198,73.830023
15.482313,73.828486
15.500375,73.830524
15.459803,73.815201
15.4959,73.822697
15.495562,73.837758
15.500221,73.82302
15.482395,73.824102
15.494058,73.818383
15.478103,73.825193
15.495081,73.838647
15.493913,73.835388
15.501507,73.836787
15.497369,73.822838
15.49475,73.838618
15.477497,73.81083
15.500861,73.823913
15.497596,73.819456
15.49765,73.82387
15.497402,73.819411
15.498861,73.82531
15.496496,73.837176
15.486234,73.831421
15.490557,73.827999
15.484101,73.809907
15.499672,73.832759
15.493107,73.836247
15.497883,73.838457
15.496703,73.824159
15.49831,73.829116
15.501047,73.829112
15.462056,73.817208
15.500442,73.821715
15.496229,73.836848
15.466441,73.806624
15.497577,73.831451
15.493318,73.836461
15.46769,73.807134
15.461095,73.803824
15.498148,73.835246
15.482482,73.814429
15.489507,73.814469
15.457072,73.80347
15.459671,73.797557
15.50108,73.826778
15.472462,73.808324
15.483212,73.809221
15.499634,73.823347
15.460391,73.816651
15.498379,73.828994
15.49568,73.837617
15.477645,73.812074
15.496492,73.830848
15.457197,73.803389
15.486745,73.812168
15.475724,73.808353
15.497202,73.825003
15.459538,73.803502
15.4757,73.808282
15.470555,73.80777
15.497197,73.837649
15.49747,73.819236
15.498948,73.82025
15.459203,73.818388
15.459302,73.811167
15.501022,73.825174
15.46749,73.820052
15.489475,73.814683
15.495148,73.838478
15.484027,73.809899
15.469404,73.820118
15.496406,73.837196
15.460079,73.823739
15.4637,73.805165
15.479649,73.827893
15.4969,73.83588
15.496193,73.826505
15.466818,73.80656
15.481007,73.808666
15.493373,73.820654
15.500848,73.823895
15.498293,73.825459
15.465706,73.80627
15.49621,73.837169
15.459108,73.802975
15.460008,73.822238
15.459151,73.811592
15.500478,73.831301
15.490791,73.815851
15.497478,73.836001
15.470535,73.807794
15.49641,73.836772
15.496436,73.836483
15.500058,73.836897
15.500474,73.821951
15.500248,73.831797
15.459308,73.811123
15.497255,73.825052
15.493864,73.831094
15.499041,73.837792
15.464625,73.805768
15.496361,73.833495
15.500923,73.830354
15.483501,73.822074
15.501034,73.830033
15.496355,73.837126
15.501135,73.827584
15.479297,73.820155
15.495177,73.838505
15.495525,73.838231
15.500457,73.837051
15.50115,73.825572
15.50115,73.829134
15.495386,73.836915
15.463142,73.804919
15.500228,73.836832
15.499312,73.836472
15.478666,73.812279
15.498897,73.83366
15.501034,73.829034
15.478755,73.821229
15.497654,73.828937
15.496418,73.837186
15.498322,73.828671
15.49984,73.833632
15.500907,73.826869
15.492367,73.820532
15.472597,73.808298
15.501091,73.825421
15.501557,73.836687
15.476729,73.809776
15.486972,73.820851
15.495354,73.83853
15.499522,73.836558
15.461023,73.803614
15.498294,73.825453
15.476714,73.808213
15.473806,73.81345
15.485967,73.811557
15.466544,73.811919
15.498796,73.837833
15.485163,73.820536
15.500772,73.823858
15.498709,73.823248
15.487544,73.812921
15.499508,73.837456
15.471916,73.82052
15.470232,73.827138
15.487289,73.820839
15.486977,73.817729
15.497131,73.832012
15.469089,73.807565
15.498304,73.825454
15.48785,73.813212
15.459244,73.814446
15.491093,73.816288
15.497095,73.822467
15.495536,73.819027
15.500217,73.821649
15.470437,73.808038
15.492683,73.830872
15.492352,73.829863
15.492383,73.829917
15.486302,73.811849
15.494947,73.838629
15.500647,73.828
15.484169,73.818986
15.485019,73.824003
15.499294,73.820481
15.490713,73.815744
15.461208,73.821382
15.498661,73.837899
15.496806,73.836026
15.484174,73.809999
15.48856,73.81905
15.496298,73.836836
15.497596,73.819451
15.484032,73.822345
15.485708,73.820734
15.483196,73.80891
15.498776,73.836923
15.501148,73.826767
15.459502,73.803605
15.500766,73.823825
15.500441,73.822675
15.471556,73.80905
15.495992,73.819903
15.49832,73.824695
15.498341,73.82471
15.500638,73.8236
15.496179,73.835569
15.489488,73.8146
15.468174,73.819883
15.535788,73.820445
15.525869,73.826616
15.541827,73.821379
15.547909,73.818277
15.517159,73.832581
15.534274,73.823863
15.514219,73.835459
15.557098,73.814606
15.53373,73.824091
15.507445,73.836108
15.547968,73.82519
15.520977,73.829034
15.522499,73.829975
15.529869,73.843587
15.557346,73.814393
15.552941,73.817148
15.552212,73.817678
15.517226,73.83292
15.550102,73.817912
15.535669,73.823403
15.552752,73.81747
15.533414,73.824218
15.531493,73.812299
15.52628,73.826309
15.510467,73.842588
15.525808,73.82686
15.539579,73.82218
15.552924,73.817277
15.542748,73.821098
15.552512,73.817866
15.541621,73.820513
15.518768,73.829626
15.508776,73.795623
15.510981,73.835254
15.505824,73.827044
15.51927,73.828754
15.526295,73.82652
15.531228,73.825581
15.52073,73.807623
15.520888,73.828277
15.534269,73.823809
15.535641,73.823405
15.520976,73.825189
15.508823,73.83601
15.539516,73.83258
15.524371,73.827099
15.511554,73.818414
15.524188,73.827145
15.536593,73.827647
15.507064,73.836108
15.530628,73.825106
15.510093,73.828038
15.534771,73.823671
15.552335,73.817474
15.545437,73.819752
15.542901,73.821055
15.542628,73.821203
15.51811,73.829087
15.540239,73.821894
15.531694,73.841993
15.52363,73.830728
15.528116,73.835324
15.526791,73.831664
15.529641,73.825327
15.529719,73.825424
15.525258,73.837747
15.509937,73.783875
15.531728,73.811471
15.525961,73.840121
15.512799,73.834948
15.531099,73.824974
15.552566,73.817522
15.526823,73.829778
15.544735,73.820245
15.530768,73.828139
15.540313,73.82193
15.541703,73.821396
15.541025,73.821712
15.54476,73.820173
15.506217,73.8257
15.524291,73.827141
15.54761,73.818202
15.535614,73.823394
15.550158,73.81791
15.525728,73.826855
15.544672,73.820206
15.511165,73.815749
15.539347,73.822235
15.541965,73.821358
15.539517,73.832621
15.534821,73.823638
15.53482,73.823619
15.541158,73.821619
15.530271,73.825255
15.551057,73.817853
15.519269,73.828773
15.54383,73.830963
15.539957,73.821015
15.525765,73.826865
15.520844,73.82829
15.545671,73.819604
15.520551,73.828386
15.530776,73.825007
15.505626,73.836874
15.507295,73.836125
15.52478,73.82836
15.554881,73.816028
15.530544,73.796065
15.523947,73.833849
15.540234,73.821938
15.552777,73.816407
15.510336,73.780392
15.507006,73.836625
15.511219,73.835205
15.519305,73.846792
15.521245,73.828136
15.533506,73.824086
15.542905,73.821622
15.547067,73.818492
15.489434,73.832858
15.50825,73.835946
15.509179,73.81363
15.558433,73.813736
15.55256,73.817461
15.549844,73.817921
15.542876,73.821619
15.53426,73.823808
15.518116,73.829275
15.550203,73.817926
15.532016,73.822174
15.531987,73.821329
15.534271,73.821453
15.531804,73.824772
15.525871,73.82659
15.54849,73.827423
15.508397,73.834285
15.541398,73.821561
15.507558,73.812622
15.517223,73.832158
15.507314,73.836102
15.522572,73.827706
15.516014,73.829051
15.538891,73.817728
15.502803,73.81064
15.506475,73.828111
15.534008,73.823947
15.518321,73.833169
15.533405,73.824141
15.536797,73.867295
15.520778,73.828281
15.552511,73.817514
15.55141,73.817786
15.531026,73.842445
15.512366,73.834839
15.532221,73.824557
15.531595,73.824458
15.507107,73.796456
15.505808,73.82564
15.529832,73.828566
15.524107,73.827707
15.528864,73.833925
15.525534,73.826976
15.532571,73.82348
15.510932,73.834805
15.529709,73.82544
15.51873,73.830042
15.520898,73.828485
15.509907,73.780997
15.520986,73.828278
15.531091,73.820758
15.515758,73.82861
15.524407,73.827151
15.55243,73.817389
15.548591,73.818072
15.530854,73.823399
15.508247,73.823868
15.533367,73.796972
15.510273,73.780515
15.553228,73.817148
15.509446,73.825872
15.539741,73.81225
15.508819,73.842653
15.504552,73.836377
15.504939,73.836301
15.531384,73.824871
15.514502,73.836179
15.521071,73.828235
15.519305,73.805572
15.563389,73.806796
,
15.601338,73.824971
,
15.586126,73.821591
,
15.588285,73.808965
,
15.587159,73.801657
,
15.577951,73.810551
,
15.615763,73.822117
,
15.597731,73.82496
,
15.563596,73.78316
,
15.565273,73.78514
,
15.591121,73.812793
,
15.58889,73.874271
,
15.587777,73.807738
,
15.604293,73.803298
,
15.574706,73.806764
,
15.570329,73.791475
,
15.58656,73.806152
,
15.594672,73.824724
,
15.580617,73.80636
,
15.584555,73.81701
,
15.614289,73.82267
,
15.614822,73.808985
,
15.587934,73.808545
,
15.595189,73.825057
,
15.586705,73.807236
,
15.599705,73.804876
,
15.581392,73.820691
,
15.586694,: 73.806313
,
15.586007,73.81885
,
15.586669,73.819498
,
15.576753,73.809741
,
15.601278,73.80742
,
,
15.58162,73.779963
,
15.563479,73.861618
,
15.588252,73.781101
,
15.58854,73.859482
,
15.577673,73.81098
,
15.592532,73.873369
,
15.591618,73.807181
,
15.59714,73.821264
,
15.606194,73.81289
,
15.616812,73.817078
,
15.581641,73.780328
,
15.586712,73.812758
,
15.604949,73.821571
,
,
15.601782,73.825078
,
15.613,73.813197
,
15.597184,73.825101
,
15.584731,73.811753
,
15.602541,73.804952
,
,
15.598506,73.815647
,
15.57062,73.788769
,
15.590425,73.806903
,
15.577553,73.8717
,
15.565113,73.808826
,
15.590828,73.812332
,
15.611339,73.813115
,
15.592577,73.880137
,
15.611043,73.823383
,
15.622665,73.778815
,
15.566324,73.784373
,
15.568516,73.787398
,
15.567792,73.807198
,
15.616377,73.820175
,
15.610038,73.825464
,
15.580747,73.796215
,
15.592847,73.839988
,
15.588916,73.80979
,
15.586214,73.80583
,
15.598951,73.823231
,
15.579543,73.784394
,
15.590043,73.821141
,
15.602437,73.805285
,
15.58933,73.821141
,
15.598888,73.82503
,
15.589116,73.810097
,
15.581207,73.779223
,
15.57153,73.790617
,
15.58871,73.821044
,
15.5944,73.842962
,
15.596696,73.79924
,
15.590845,73.810289
,
15.582902,73.780768
,
15.577652,73.810583
,
15.592953,73.813593
,
15.592801,73.81349
,
15.589232,73.809353
,
15.573538,73.812139
,
15.566615,73.790982
,
15.595539,73.819605
,
15.574053,73.793729
,
15.593854,73.802363
,
15.601243,73.807405
,
15.579378,73.792108
,
15.579378,73.792108
,
15.593722,73.810261
,
15.560609,73.807536
,
15.609373,73.812808
,
15.588304,73.800883
,
15.593427,73.814969
,
15.593335,73.81367
,
15.60688,73.8126
,
15.601456,73.82526
,
15.586581,73.806249
,
15.560547,73.812128
,
15.573856,73.803465
,
15.597171,73.821283
,
15.589889,73.809825
,
15.608714,73.823878
,
15.59108,73.80909
,
15.605026,73.813208
,
15.593272,73.85219
,
15.58982,73.873208
,
15.608832,73.823586
,
15.593691,73.851817
,
15.600799,73.808286
,
15.626889,73.875188
,
15.627248,73.863043
,
15.622811,73.856024
,
15.615993,73.831054
,
15.639056,73.831861
,
15.645834,73.835066
,
15.626772,73.86498
,
15.629681,73.871158
,
15.622355,73.823178
,
15.621362,73.887047
,
15.623249,73.882575
,
15.618088,73.832911
,
15.617248,73.831895
,
15.680663,73.882788
,
15.626086,73.869023
,
15.619802,73.893305
,
15.618397,73.892032
,
15.645184,73.837672
,
15.620229,73.848473
,
15.618622,73.835451
,
15.618655,73.835486
,
15.651136,73.787463
,
15.616288,73.831238
,
15.619556,73.905473
,
15.619505,73.905447
,
15.6222,73.885454
,
15.619553,73.894717
,
15.616747,73.822594
,
15.620325,73.822786
,
15.63149,73.827574
,
15.629025,73.826247
,
15.618898,73.822824
,
15.635996,73.829514
,
15.627289,73.873434
,
15.618426,73.845163
,
15.64479,73.834711
,
15.627197,73.863498
,
15.61549,73.830641
,
15.627814,73.861575
,
15.616132,73.831122
,
15.627766,73.8617
,
15.617161,73.831745
,
15.676988,73.881148
,
15.622226,73.826866
,
15.62797,73.825761
,
15.636352,73.830611
,
15.635902,73.830289
,
15.619308,73.901885
,
15.641833,73.834306
,
15.624969,73.823551
,
15.638055,73.848497
,
15.619077,73.846778
,
15.618796,73.842145
,
15.644414,73.824202
,
15.627388,73.861964
15.542616,73.821177
,
15.507209,73.81167
,
15.536485,73.827679
,
15.506513,73.832156
,
15.558405,73.81373
,
15.523762,73.827319
,
15.550575,73.817854
,
15.510567,73.835402
,
15.534521,73.821237
,
15.540082,73.822
,
15.507223,73.83608
,
15.517531,73.82894
,
15.520569,73.829304
,
15.516176,73.845156
,
15.52106,73.828187
,
15.535096,73.8236
,
15.517368,73.83185
,
15.546836,73.818637
,
15.544541,73.820347
,
15.542583,73.821184
,
15.523095,73.827536
,
15.52198,73.827952
,
15.534307,73.823865
,
15.532522,73.82348
,
15.513782,73.835134
,
15.535062,73.82361
,
15.534483,73.82127
,
15.552457,73.817449
,
15.508874,73.835956
,
15.53857,73.818094
,
15.533735,73.824098
,
15.524506,73.82706
,
15.505723,73.83593
,
15.519669,73.823503
,
15.521298,73.828117
,
15.505462,73.836505
,
15.552892,73.817274
,
15.542606,73.821165
,
15.534314,73.823848
,
15.532803,73.848594
,
15.528126,73.835361
,
15.527346,73.833286
,
15.546778,73.815692
,
15.546611,73.818877
,
15.524325,73.827709
,
15.510019,73.782882
,
15.533414,73.824152
,
15.539687,73.817017
,
15.534628,73.823745
,
15.525761,73.826623
,
15.510306,73.830372
,
15.529722,73.834388
,
15.524519,73.827046
,
15.537695,73.818848
,
15.547403,73.818226
,
15.511464,73.817559
,
15.548769,73.815054
,
15.51686,73.833477
,
15.545633,73.828862
,
15.502943,73.837091
,
15.517549,73.831475
,
15.537512,73.827014
,
15.531155,73.824831
,
15.534342,73.823819
,
15.545108,73.819985
,
15.511021,73.825739
,
15.516025,73.834832
,
15.562576,73.829031
,
15.519874,73.847182
,
15.552458,73.817461
,
15.516447,73.834195
,
15.517285,73.835101
,
15.545454,73.819744
,
15.558411,73.813487
,
15.521043,73.829021
,
15.540067,73.816776
,
15.529626,73.825331
,
15.531444,73.824857
,
15.537197,73.819302
,
15.523622,73.830726
,
15.54214,73.837184
,
15.527015,73.82619
,
15.507358,73.83635
,
15.545536,73.819671
,
15.530835,73.824943
,
15.539861,73.822067
,
15.530194,73.835931
,
15.533596,73.862467
,
15.521203,73.829005
,
15.507287,73.785869
,
15.528805,73.825716
,
15.531964,73.821612
,
15.516363,73.83403
,
15.506422,73.836609
,
15.524454,73.827094
,
15.508117,73.802372
,
15.524583,73.827562
,
15.51002,73.782979
,
15.517197,73.832808
,
15.524583,73.827574
,
15.539329,73.834362
,
15.517931,73.829521
,
15.517229,73.832669
,
15.498971,73.786222
,
15.514094,73.835463
,
15.558384,73.813502
,
15.526831,73.826255
,
15.520527,73.82912
,
15.54012,73.821979
,
15.513774,73.835137
,
15.525458,73.826969
,
15.520536,73.829119
,
15.503489,73.836479
,
15.541488,73.821525
,
15.551565,73.831852
,
15.529237,73.825455
,
15.505198,73.836861
,
15.507231,73.786061
,
15.506644,73.836704
,
15.553769,73.816745
,
15.510909,73.814688
,
15.50697,73.836613
,
15.535244,73.820718
,
15.526398,73.84059
,
15.538568,73.818094
,
15.517267,73.832749
,
15.517316,73.83278
,
15.550392,73.817817
,
15.520889,73.829068
,
15.547255,73.818254
,
15.52668,73.826416
,
15.520015,73.805015
,
15.541815,73.821404
,
15.534373,73.82402
,
15.518622,73.829702
,
15.542798,73.821073
,
15.552564,73.817521
,
15.5182,73.82983
,
15.536427,73.819932
,
15.518214,73.829262
,
15.516639,73.832632
,
15.526518,73.830795
,
15.517152,73.832658
,
15.5205,73.829134
,
15.527929,73.833605
,
15.55012,73.817884
,
15.52405,73.833721
,
15.506629,73.828453
,
15.545527,73.819685
,
15.557896,73.81415
,
15.505811,73.836809
,
15.530096,73.825166
,
15.517175,73.833116
,
15.520673,73.829094
,
15.510145,73.780808
,
15.537707,73.818887
,
15.531429,73.82477
,
15.543041,73.820989
,
15.521479,73.828115
,
15.508953,73.835807
,
15.522962,73.802684
,
15.505006,73.836885
,
15.503894,73.836503
,
15.542076,73.821371
,
15.523661,73.830715
,
15.529424,73.825518
,
15.536083,73.823265
,
15.541846,73.821385
,
15.520416,73.82838
,
15.526154,73.83998
,
15.5201,73.829301
,
15.537252,73.822912
,
15.519593,73.829399
,
15.551219,73.81778
,
15.552574,73.817524
,
15.55815,73.813881
,
15.546444,73.818868
,
15.54198,73.821342
,
15.536586,73.827658
,
15.505617,73.836821
,
15.55295,73.81732
,
15.531036,73.826538
,
15.507616,73.836103
,
15.510321,73.780282
,
15.528501,73.829254
,
15.531045,73.82658
,
15.517178,73.832358
,
15.506369,73.825393
,
15.526893,73.826389
,
15.504467,73.836394
,
15.524497,73.827536
,
15.505711,73.836814
,
15.524509,73.82754
,
15.531326,73.824792
,
15.508109,73.836298
,
15.547564,73.84204
,
15.534528,73.821228
,
15.508253,73.823907
,
15.507531,73.836116
,
15.538209,73.830685
,
15.544775,73.820252
,
15.542604,73.821179
,
15.545749,73.819513
,
15.504904,73.836377
,
15.535571,73.823395
,
15.536103,73.823183
,
15.51717,73.832482
,
15.523039,73.83317
,
15.542595,73.821184
,
15.518476,73.829821
,
15.53404,73.824992
,
15.536138,73.823272
,
15.541266,73.821567
,
15.558101,73.813672
,
15.534863,73.823674
,
15.521598,73.828017
,
15.523726,73.851545
,
15.524461,73.827133
,
15.519302,73.828768
,
15.52936,73.825612
,
15.546006,73.819315
,
15.558728,73.813319
,
15.532531,73.823505
,
15.521083,73.828214
,
15.536519,73.823161
,
15.53816,73.830612
,
15.535158,73.82356
,
15.535166,73.823559
,
15.534319,73.82387
,
15.545758,73.819539
,
15.511362,73.816633
,
15.507883,73.824011
,
15.519823,73.793813
,
15.525937,73.826544
15.500943,73.824228
,
15.475036,73.820638
,
15.475421,73.808299
,
15.500402,73.822211
,
15.467692,73.816221
,
15.495239,73.838961
,
15.491029,73.815981
,
15.459247,73.81175
,
15.459277,73.812651
,
15.495039,73.821204
,
15.459898,73.816149
,
15.459268,73.823205
,
15.492094,73.820452
,
15.48943,73.814549
,
15.496692,73.819239
,
15.485634,73.820991
,
15.488635,73.81554
,
15.498965,73.82453
,
15.495061,73.818694
,
15.486823,73.81231
,
15.487211,73.818094
,
15.50038,73.822114
,
15.496471,73.836826
,
15.491863,73.816888
,
15.495053,73.821198
,
15.470833,73.820304
,
15.494116,73.831237
,
15.494127,73.831923
,
15.483417,73.809376
,
15.494538,73.818507
,
15.458871,73.808405
,
15.482899,73.809103
,
15.487534,73.812867
,
15.495707,73.838682
,
15.499629,73.823332
,
15.480905,73.811714
,
15.498892,73.838053
,
15.496081,73.824496
,
15.45748,73.803889
,
15.498335,73.824737
,
15.495806,73.837446
,
15.498867,73.837884
,
15.458789,73.820395
,
15.499519,73.822421
,
15.492944,73.825769
,
15.479808,73.814052
,
15.497666,73.827275
,
15.48337,73.808994
,
15.483031,73.809092
,
15.499361,73.836325
,
15.485961,73.813494
,
15.488759,73.832038
,
15.498904,73.837808
,
15.49412,73.837373
,
15.500974,73.825427
,
15.496642,73.819188
,
15.493668,73.836958
,
15.497515,73.83601
,
15.496461,73.837572
,
15.500933,73.83732
,
15.500434,73.836808
,
15.484142,73.809725
,
15.500337,73.831409
,
15.492751,73.817551
,
15.493024,73.817884
,
15.48582,73.814406
,
15.500148,73.836826
,
15.503426,73.836481
,
15.456877,73.813244
,
15.496464,73.836397
,
15.457639,73.803924
,
15.467001,73.814023
,
15.459293,73.813014
,
15.472676,73.808278
,
15.463487,73.805081
,
15.49558,73.825456
,
15.465417,73.806083
,
15.495914,73.822694
,
15.493993,73.836839
,
15.4946,73.818565
,
15.483017,73.809474
,
15.500955,73.830319
,
15.495151,73.83703
,
15.486296,73.811688
,
15.498054,73.832449
,
15.483276,73.809283
,
15.498489,73.83801
,
15.484396,73.810149
,
15.48937,73.814604
,
15.487363,73.812853
,
15.488729,73.831224
,
15.486852,73.81235
,
15.477326,73.808304
,
15.490703,73.81992
,
15.492432,73.833978
,
15.494138,73.818395
,
15.481986,73.808941
,
15.499522,73.83722
,
15.498105,73.837413
,
15.489542,73.819675
,
15.498539,73.837316
,
15.500054,73.837405
,
15.487954,73.813223
,
15.496885,73.837499
,
15.495665,73.837647
,
15.500451,73.822435
,
15.469838,73.822355
,
15.498772,73.838089
,
15.498348,73.836912
,
15.496107,73.835022
,
15.489407,73.814599
,
15.494916,73.830925
,
15.500941,73.829517
,
15.497953,73.838392
,
15.486564,73.820832
,
15.497283,73.837126
,
15.499839,73.824352
,
15.480394,73.808498
,
15.497499,73.828907
,
15.495243,73.838367
,
15.49532,73.838373
,
15.459466,73.822731
,
15.501264,73.837298
,
15.45998,73.816028
,
15.464662,73.807713
,
15.497102,73.837164
,
15.497617,73.831413
,
15.456965,73.813351
,
15.494095,73.81839
,
15.495381,73.838532
,
15.458163,73.805286
,
15.498673,73.83787
,
15.501168,73.825969
,
15.485241,73.810903
,
15.498299,73.824721
,
15.495495,73.837695
,
15.484845,73.823778
,
15.493198,73.841535
,
15.495669,73.837983
,
15.498211,73.829001
,
15.483049,73.808949
,
15.499824,73.824358
,
15.496233,73.828745
,
15.458074,73.804437
,
15.499563,73.835088
,
15.493499,73.81812
,
15.463584,73.805031
,
15.492028,73.816921
,
15.501136,73.828231
,
15.495265,73.838591
,
15.495585,73.825445
,
15.485206,73.810746
,
15.498584,73.837105
,
15.498766,73.838134
,
15.499608,73.831965
,
15.459227,73.819614
,
15.480606,73.80862
,
15.493582,73.83688
,
15.477548,73.812251
,
15.477548,73.812251
,
15.490181,73.815261
,
15.49031,73.815315
,
15.49591,73.822679
,
15.496297,73.837184
,
15.485242,73.810923
,
15.488478,73.818972
,
15.478905,73.82025
,
15.499795,73.833989
,
15.498359,73.824723
,
15.497468,73.828902
,
15.483731,73.822747
,
15.496608,73.836968
,
15.501182,73.826804
,
15.474765,73.813778
,
15.487827,73.813103
,
15.499372,73.820432
,
15.493066,73.821722
,
15.499298,73.831899
,
15.457232,73.803636
,
15.482632,73.829208
,
15.494531,73.821071
,
